title,url,playlist_title,embed_code
Kiến trúc máy tính - Buổi 4,https://www.youtube.com/watch?v=eMn7cXfliog,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/eMn7cXfliog"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Private video,https://www.youtube.com/watch?v=r8Pdpv3ukOg,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/r8Pdpv3ukOg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính - Buổi 7 P1,https://www.youtube.com/watch?v=MDVau_ksqxM,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/MDVau_ksqxM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính Buổi 7 - P2,https://www.youtube.com/watch?v=159-uzJwdto,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/159-uzJwdto"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính,https://www.youtube.com/watch?v=ETj63KTwSiQ,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ETj63KTwSiQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính - 15.12 P1,https://www.youtube.com/watch?v=ZdyLgE-XCS4,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ZdyLgE-XCS4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính 15.12 - P2,https://www.youtube.com/watch?v=EjvPgXGMA9k,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/EjvPgXGMA9k"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
kiến trúc máy tính 18.12.2021,https://www.youtube.com/watch?v=hoMfykCNTwM,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/hoMfykCNTwM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính (22.12.2021) P1,https://www.youtube.com/watch?v=7iNvEzyBBLg,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/7iNvEzyBBLg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
kiến trúc máy tính (22.12.2021) P2,https://www.youtube.com/watch?v=JPPTKIzMEGs,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/JPPTKIzMEGs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
kiến trúc máy tính (25.12.2021),https://www.youtube.com/watch?v=zBE44mhlwdU,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/zBE44mhlwdU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
kiến trúc mt 29 12 2021 P1,https://www.youtube.com/watch?v=pK8-cUgyQNM,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/pK8-cUgyQNM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính (P2) 29.12.2021,https://www.youtube.com/watch?v=6ACLh1RZGv8,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/6ACLh1RZGv8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
kiến trúc máy tính 30.12.2021,https://www.youtube.com/watch?v=Ka-Omr6s11Q,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Ka-Omr6s11Q"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính (3.1.2022) P1,https://www.youtube.com/watch?v=YP36XYyVbQ4,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/YP36XYyVbQ4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính (3.1.2022) P2,https://www.youtube.com/watch?v=OycD6bbaCFU,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/OycD6bbaCFU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính (5.1.2022) p1,https://www.youtube.com/watch?v=yll2gbJi8Bg,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/yll2gbJi8Bg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
kiến trúc máy tính (5.1.2022) P2,https://www.youtube.com/watch?v=RNgy0dcuWCI,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/RNgy0dcuWCI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Kiến trúc máy tính (8.1.2022),https://www.youtube.com/watch?v=7l7gYx5ydEc,Kiến trúc máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/7l7gYx5ydEc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 1,https://www.youtube.com/watch?v=-DyKDsQG36k,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/-DyKDsQG36k"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 2,https://www.youtube.com/watch?v=IkSs2wQzOZA,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/IkSs2wQzOZA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 3,https://www.youtube.com/watch?v=wuB6XCZhtDI,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/wuB6XCZhtDI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 4,https://www.youtube.com/watch?v=wlfqwsykry0,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/wlfqwsykry0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 5,https://www.youtube.com/watch?v=3UI9rVuKFOc,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/3UI9rVuKFOc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 6,https://www.youtube.com/watch?v=244PLsQr8J8,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/244PLsQr8J8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 7,https://www.youtube.com/watch?v=JW5MhsNNSsc,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/JW5MhsNNSsc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 8,https://www.youtube.com/watch?v=DLA7iDr3CZw,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/DLA7iDr3CZw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 9,https://www.youtube.com/watch?v=1f71lxNBOkI,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1f71lxNBOkI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 10,https://www.youtube.com/watch?v=cWBjqJaJsSM,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/cWBjqJaJsSM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 11,https://www.youtube.com/watch?v=P8_mqMsT2Ps,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/P8_mqMsT2Ps"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 12,https://www.youtube.com/watch?v=d6jucwbUVAI,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/d6jucwbUVAI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Mạng máy tính | HUST | Buổi 13,https://www.youtube.com/watch?v=7T8af2HRY-8,Mạng máy tính,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/7T8af2HRY-8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chương 1. Giới thiệu nhiệm vụ ATBMTT - Phần 1,https://www.youtube.com/watch?v=N3DQJPOiMkc,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/N3DQJPOiMkc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chương 1. Nhiệm vụ của An toàn bảo mật thông tin - Phần 2,https://www.youtube.com/watch?v=omXoj5BejFI,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/omXoj5BejFI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chương 2. Cơ sở lý thuyết số học (phần 1),https://www.youtube.com/watch?v=P846ckOmud8,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/P846ckOmud8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
An toàn bảo mật thông tin - Chương 2. Cơ sở lý thuyết số học- (Phần 2),https://www.youtube.com/watch?v=3lCX1y2DGRU,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/3lCX1y2DGRU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chương 3 - Mã hóa Ceasar,https://www.youtube.com/watch?v=Wkj-FO47yNY,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Wkj-FO47yNY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chương 3 - mã hóa bí mật - Mã thay thế,https://www.youtube.com/watch?v=Fk4KVkEKRTQ,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Fk4KVkEKRTQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chương 3 - Mã affine,https://www.youtube.com/watch?v=D47Rya_CAgk,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/D47Rya_CAgk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chương 3 - Mã hóa Vigenere,https://www.youtube.com/watch?v=bpPFRHaNRjw,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/bpPFRHaNRjw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chương 3 - Mã hóa Hill,https://www.youtube.com/watch?v=y6hDZp63HsE,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/y6hDZp63HsE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chương 3  - Mã hóa khối DES,https://www.youtube.com/watch?v=B7PSAeb7jL0,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/B7PSAeb7jL0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chương 3  Mã hóa AES,https://www.youtube.com/watch?v=DUSmxMyHF-g,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/DUSmxMyHF-g"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] -  Chương 3 -  Cơ chế mã hóa khối,https://www.youtube.com/watch?v=Thn-AiczF2g,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Thn-AiczF2g"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[AN TOÀN BẢO MẬT THÔNG TIN] - Chương 4 - hệ mã hóa khóa công khai PKC - Trapdoor  - Knapsack.,https://www.youtube.com/watch?v=OW6E5-QCtr0,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/OW6E5-QCtr0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[AN_TOÀN_BẢO_MẬT_THÔNG_TIN] - Chương 4 - Hệ mã hóa RSA,https://www.youtube.com/watch?v=wQ1WLE5QrHc,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/wQ1WLE5QrHc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[AN TOÀN BẢO MẬT THÔNG TIN] - Hệ mã elgamal,https://www.youtube.com/watch?v=UrzZDvb4cw4,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/UrzZDvb4cw4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Câu hỏi trắc nghiệm ôn tập - AN TOÀN BẢO MẬT THÔNG TIN - PHẦN 1,https://www.youtube.com/watch?v=CQLrXJxAiVM,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/CQLrXJxAiVM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Câu hỏi trắc nghiệm ôn tập - AN TOÀN BẢO MẬT THÔNG TIN - PHẦN 2,https://www.youtube.com/watch?v=ZQ-8Fd0ijnc,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ZQ-8Fd0ijnc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Chữ ký số RSA,https://www.youtube.com/watch?v=IVLnUBilnII,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/IVLnUBilnII"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Bài trắc nghiệm luyện thi ATBMTT,https://www.youtube.com/watch?v=H0BaWSihVak,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/H0BaWSihVak"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
"An toàn bảo mật TT - Chương 3 - Mã hoá cổ điển (Ceasar, thay thế, Apphin) (Phần 1)",https://www.youtube.com/watch?v=TisIQ9ocQys,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/TisIQ9ocQys"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
"An toàn bảo mật TT - Chương 3 - Mã hoá cổ điển (Hoán vị, Vigenere, Hill) (Phần 2)",https://www.youtube.com/watch?v=QTEIlMdYrqs,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QTEIlMdYrqs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
[An toàn bảo mật thông tin] - Cách Tìm phần tử nghịch đảo,https://www.youtube.com/watch?v=OswOqtUssfU,An toàn và bảo mật thông tin,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/OswOqtUssfU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Nhập môn Công nghệ phần mềm (IT3180 - SOICT HUST) - Buổi 1,https://www.youtube.com/watch?v=dCqBKXqbO4Y,Công nghệ phần mềm,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/dCqBKXqbO4Y"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Nhập môn Công nghệ phần mềm (IT3180 - SOICT HUST) - Buổi 2,https://www.youtube.com/watch?v=K-FbUKsvWV8,Công nghệ phần mềm,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/K-FbUKsvWV8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
Nhập môn Công nghệ phần mềm (IT3180 - SOICT HUST) - Buổi 3,https://www.youtube.com/watch?v=c26VmI7lsM8,Công nghệ phần mềm,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/c26VmI7lsM8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
